"","Name","Region","State.Abbreviation","County.FIPS.Code","Population","Premature.death","Life.expectancy","Child.mortality","Poor.or.fair.health","Unemployment","Income.inequality","Median.income","Homeownership","Food.insecurity","Severe.housing.problems","School.funding.adequacy","High.school.completion","Reading.scores","Free.or.reduced.lunch.eligibility","Adult.smoking","Excessive.drinking","Physical.inactivity","Adult.obesity","Uninsured","Uninsured.children","Primary.care.physicians","Not.proficient.in.English","Rural"
"558","Blaine County","West","ID",13,23426,4718.605458,85.24595348,3719326.496,16.6,7.7925154,3.717774848,76301,72.6015869,8.9,17.3382173,646297.8,88.637624,3.071188062,27.5615341,13.6,19.0561091,23.2,28.1,19.0318734,10.0385357,0.001042526,6.8514064,32.7657186
"559","Boise County","West","ID",15,8065,8966.61942,81.79321808,3849538.055,15.6,7.9800499,3.838647065,55583,82.6917338,10.1,13.3440515,-168408.3767,93.9903446,3.230815855,42.5506555,15.8,19.4918559,21.9,29.8,12.1233235,5.8644326,0.000127698,0.5416385,100
"560","Bonner County","West","ID",17,46817,7303.711701,79.6263778,5908502.617,17.3,7.5382357,4.153471896,55241,76.1529059,12.5,16.3491612,58971.38515,91.5100006,3.103151613,35.8615169,18.5,20.7085145,24.8,26.8,13.4179537,6.0397636,0.000459127,0.0610658,72.4466081
"561","Bonneville County","West","ID",19,122134,7887.17942,77.1856646,5736362.317,16.4,4.0370855,4.02703479,67294,69.7699409,9.5,13.3205128,-96935.2,92.3218708,3.027999195,34.0689868,15.7,16.7061056,24.5,31.1,10.8663715,4.3904014,0.000386353,1.190665,12.9516281
"562","Boundary County","West","ID",21,12656,8055.682878,79.48700398,2701640.633,19,6.1613959,4.185905045,52193,76.2619669,13.5,14.9837134,-195459.7,92.1716266,2.876208797,49.7925311,19.9,18.9301128,26,30.7,16.4883847,6.6758907,0.000489996,0,76.1848341
"563","Butte County","West","ID",23,2646,8764.937312,77.0729374,7775309.426,19.2,3.5893755,5.893170732,52081,78.8819876,12.1,12.8571429,-420733.7,91.7940877,3.054605337,38.1313131,18.8,17.3763271,27.1,34.1,10.5155692,5.2713178,0.00038506,0,100
"564","Camas County","West","ID",25,1130,10997.2636,76.94060157,3609922.129,19.4,4.8245614,4.095850994,59409,75.4475703,11.1,15.4929578,134165.7,82.8282828,3.061671918,42.9378531,19,17.875717,27.5,33,11.3772455,5.8823529,0,2.7695351,100
"565","Canyon County","West","ID",27,237053,6633.335104,78.74824437,4859467.34,20.9,5.8670894,3.697254071,57886,72.0785758,10.2,14.6658198,-258841.89,86.2683687,3.009984174,51.8540332,17.7,17.8344027,29.9,36.6,15.258216,5.4977323,0.000321951,3.0575938,19.8678827
"566","Caribou County","West","ID",29,7123,5852.466519,78.68874697,3257783.776,17,3.6009732,4.020311491,63719,78.0640125,9,11.0687023,-125890.94,90.5840551,2.969165238,34.7798341,18.6,19.1904753,25,32.6,10.4818259,5.0116009,0.00055905,0.349491,59.8879793
"567","Cassia County","West","ID",31,24277,7382.13655,77.53834794,6284939.301,21.5,3.6660207,4.171211684,64591,69.1266599,9.7,12.8399747,-56844.53,84.9287311,3.004210853,47.1674208,16,16.2924217,30.3,35.3,17.0674399,7.4198552,0.000790678,4.5054895,51.5118508
"568","Clark County","West","ID",33,852,8561.196561,76.94060157,4617395.278,28.2,3.968254,2.436783812,52182,54.5180723,6.9,19.6721312,242398.2,64.1843972,2.409841612,67.768595,18.5,15.3852144,34.6,35.2,29.6520424,13.6842105,0,18.872549,100
"569","Clearwater County","West","ID",35,8846,7867.648117,79.38796921,2826455.625,18.4,8.2423039,3.584210076,45377,75.9515083,14,11.2010796,143760.6,91.8696801,3.084111494,44.2048518,19.5,20.9815743,24.4,30.5,14.4446438,4.8982668,0.001027867,0.537121,58.6120306
"570","Custer County","West","ID",37,4249,8478.307121,79.00882193,5907396.468,18.6,5.0495942,5.170503509,53278,79.7247221,15.5,9.0909091,-177548.15,89.2337536,3.242251015,41.8215613,18.4,17.5520264,26.6,29.7,14.6259644,6.4473684,0.000584124,0,100
"571","Elmore County","West","ID",39,27448,6764.560722,78.11126832,4700947.422,20.7,4.8415567,3.425619663,49450,60.9554433,12.2,11.181332,-477596.95,90.6069535,2.764502848,41.9120697,18.4,18.1980028,28.8,32.9,15.0335213,5.4338426,0.000581586,2.7572863,26.8843849
"572","Franklin County","West","ID",41,14215,6487.712035,79.17761146,9091425.649,17,3.5835694,3.783769746,65396,83.7770758,9.1,12.1071013,33302.76,91.7075564,3.17219276,39.5195195,16.3,17.0193132,26.4,30.4,13.1765107,5.7295137,0.000432401,0.7247519,66.1895824
"573","Fremont County","West","ID",43,13218,6220.56626,79.6696816,7524454.477,19,3.6483405,3.561216076,58658,81.25,9.6,10.7888631,-200999.5,88.6080373,2.900257764,47.6320583,17.3,17.805935,26.6,32.7,17.0300127,6.7486597,0.000305367,3.4682081,72.043498
"574","Gem County","West","ID",45,18703,7610.918337,77.03236919,7743463.606,19.3,5.9130848,4.002450463,60526,75.4763999,13.5,14.8823083,-92068.46,87.3629916,2.66220313,44.5570571,18.2,18.906437,28.3,34.7,14.6710906,5.8164482,0.000607332,1.5120968,45.0206352
"575","Gooding County","West","ID",47,15618,7097.132031,78.48153101,6355511.42,22.1,3.7790698,3.505990191,57728,69.6705254,10.4,14.1143911,-404279,80.492501,2.567167503,58.9892803,17.4,17.5249108,29.7,35.8,19.9031119,7.8288354,0.000263522,6.7008499,58.0832902
"576","Idaho County","West","ID",49,16823,6924.172003,80.0224023,8185315.544,20.2,6.6925026,4.075955804,51201,77.4992263,13.8,17.7107502,122024.3,92.2058824,2.942750069,39.7707736,19.5,21.6072334,28.9,30.9,16.1899718,7.0844687,0.000899982,1.6729216,80.6356427
"577","Jefferson County","West","ID",51,30581,6390.66079,79.46184264,4762262.827,16.5,3.4153585,3.141833614,66806,81.1558074,6.6,11.8565645,117120.0633,91.1513353,2.863390367,33.3201477,15.2,17.0969764,23.5,32.3,13.6003673,6.0688318,0.000234341,1.7100704,66.6105585
"578","Jerome County","West","ID",53,24578,5562.121767,79.43253291,4481935.257,24.2,3.9924578,3.79881752,57342,68.0784608,10.7,16.2196679,-288015.3,78.2172816,2.667020749,58.3214213,17.7,16.8889553,32,30.9,21.0973125,8.2281879,0.000368671,11.1724762,51.3184947
"579","Kootenai County","West","ID",55,170628,6183.354742,79.14262063,4429589.659,16.6,6.9286224,3.82484358,66959,71.2803412,10.8,14.5797173,145192.665,93.9633572,3.278141211,31.2199071,17.4,19.7408258,22.9,30.6,12.3724528,4.5786841,0.000875091,0.2780297,24.2443716
"580","Latah County","West","ID",57,40830,5150.441893,82.79509247,5012698.837,15.1,4.7479247,4.720798937,59834,55.4108153,11.4,18.8023181,143947.125,96.4004695,3.387900764,26.7224301,15.1,20.8184376,21,28.5,10.839752,4.5770121,0.000772913,0.0893233,34.990871
"581","Lemhi County","West","ID",59,8054,9120.051676,77.38245208,5678894.035,17.7,6.6557108,4.830766387,48908,78.8539145,12.2,16.3380282,-409345.5,92.0283875,2.914202649,42.5380711,18.4,19.9310073,23.7,33.2,13.4745299,5.6172436,0.000872057,0.4772637,61.1391129
"582","Lewis County","West","ID",61,3838,11749.45208,76.31254514,8669267.447,20.7,7.7015644,4.579374607,52255,74.590661,16.2,14.1104295,-129124.64,89.0744102,2.886292098,52.9331514,20.5,19.2503888,29.2,34.1,15.1801966,5.952381,0.000260552,0.9549795,100
"583","Lincoln County","West","ID",63,5358,9410.638894,76.16592672,5737625.207,24,5.8492688,2.999007268,58806,69.2904656,9.7,13.6498516,-504458.2,79.0887851,2.703332791,60.5960265,18.3,16.2310803,31.7,35.4,20.3818828,9.5816464,0.000186359,8.8235294,100
"584","Madison County","West","ID",65,40318,4325.648546,79.40003402,5165895.696,19.3,2.7167578,5.517021769,53727,41.6933716,12.6,29.6,-125508.45,95.375895,3.18158795,33.4000286,16.3,12.3974374,25.5,36.1,9.4172145,3.992838,0.000676573,0.2425763,28.4633419
"585","Minidoka County","West","ID",67,21216,7440.577338,77.52454363,6675010.43,23.4,3.8481361,4.28140145,56022,70.9763949,10.3,10.3708791,-97420.31,77.9525746,2.964383053,56.688044,16.9,15.4661912,32.1,33.6,17.8819444,6.9410015,0.000237654,8.6804832,44.2224326
"586","Nez Perce County","West","ID",69,40755,8021.143721,77.11911332,4632981.034,17.6,4.8718319,4.694907208,57839,72.9816292,11.3,13.1901841,37741.55,92.6730082,2.94065861,34.4423792,17.5,18.265503,25.1,32.9,12.1578532,5.5066576,0.00071768,0.3849478,19.1646505
"587","Oneida County","West","ID",71,4520,8084.943863,78.44034545,4069359.98,17.2,4.1844577,3.17467077,69357,81.9825073,10.2,13.5646688,-18137.74,90.7713984,2.919917625,9.2367092,17.4,17.5806702,27.3,30.4,13.0667418,7.1374336,0.000441404,3.1830239,100
"588","Owyhee County","West","ID",73,12133,8041.577839,77.69475503,6581421.587,23.8,5.9530311,3.861102276,53910,71.9123956,11.8,16.3529412,-207914.9467,74.7618426,2.516020943,57.5630252,18.7,16.9500848,31.9,32.6,23.1122014,9.6774194,8.45809e-05,6.8831404,77.2948117
"589","Payette County","West","ID",75,24771,8193.859157,77.19545816,8442211.055,20.2,5.2926891,3.512416039,60177,70.6911732,11.2,13.968073,-358432.7667,86.5519888,2.870733162,49.4101319,17.5,18.0942703,28.5,32.3,15.9889336,6.0069009,0.000417519,2.9824482,42.6689652
"590","Power County","West","ID",77,7643,7601.160149,78.11389268,3419321.519,22.3,4.0658277,3.082065734,45404,66.0972893,9.4,6.3953488,-147611.045,79.8559627,3.235764575,61.1270845,16.9,16.3963321,30.3,36.6,18.4264683,8.097849,0.000260383,6.4026122,42.5866701
"591","Shoshone County","West","ID",79,12911,9062.936602,75.93385978,5097850.406,22.4,9.1476855,4.02102669,44336,71.9094923,17.7,11.9133574,-192367.24,86.7194276,3.248728436,48.5696896,22.6,17.4408127,31.5,33.3,14.2368667,5.0898204,0.000310511,1.0580233,56.036036
"592","Teton County","West","ID",81,12501,5099.2095,83.47821299,4920167.865,13.9,5.6694813,4.458141368,74935,78.0885781,5,9.5046854,-107421,93.1130172,2.904163959,33.901919,13.3,20.6468489,19.7,25.7,15.7944724,8.2325269,0.000329435,1.3143582,100
"593","Twin Falls County","West","ID",83,88411,7522.757615,77.22210888,4940036.367,19.4,5.2533333,3.889032866,54995,69.6108067,10.8,13.1943313,-204675.4943,87.5591296,2.90868112,43.0326623,16.6,16.1124995,28.7,34.1,14.1298463,5.2148502,0.000713644,2.6528648,27.9904182
"594","Valley County","West","ID",85,11792,4072.96759,84.96812091,4819476.025,14.5,7.9390395,4.30551749,62600,82.8571429,9.3,15.0289017,-151567.25,91.6311239,3.644243115,26.081171,15,19.8705623,20.4,24.5,13.8156332,7.7988002,0.001404494,0.018884,100
"595","Washington County","West","ID",87,10360,6950.319542,78.22502758,3253274.492,22.2,5.3872054,4.227549308,49186,72.6483697,12.4,15.920398,-326621.2,87.3850014,2.966158385,51.5789474,18.3,17.9895239,30.8,33.7,17.0718457,7.0694087,0.000490485,4.2967124,45.5677584
"596","Adams County","Midwest","IL",1,64783,7529.804708,77.83135977,5083970.242,16.6,6.3085831,4.22659919,57434,71.5982205,11.1,11.1904762,190098.312,92.1917928,2.761914332,51.588159,19.2,22.3205151,25.5,33.2,6.1145647,3.1154713,0.00097807,0.0535906,32.5991386
"597","Alexander County","Midwest","IL",3,5497,15549.92538,70.48362594,9497625.594,23.9,9.801877,4.178997162,38315,74.8223801,16.3,16.7741936,-752445.8,85.7742537,1.98483564,99.1316932,23.5,19.6570001,33.9,41.1,7.6993584,2.7365129,0.000173581,0,61.8596747
"598","Bond County","Midwest","IL",5,16262,7403.677655,78.3891155,7081526.069,18.3,6.8412614,4.307815869,58209,73.3134141,10.7,11.414791,-51579.75,89.9417279,3.022791249,47.8384798,19.5,22.4369591,27.5,36.5,7.1075928,3.8449708,0.000608791,0.1262308,60.7384061
"599","Boone County","Midwest","IL",7,52777,6426.19313,79.25465519,3427265.804,18.4,11.1806099,4.256543667,82318,82.4458748,8.7,13.6145222,564269.6,86.6848987,2.719810363,45.3581754,16.8,22.3001713,27.9,34.3,8.4812226,4.2797875,0.000541611,2.6724908,19.3630573
"600","Brown County","Midwest","IL",9,6546,4975.367174,78.94274617,4417503.129,20.6,3.8384513,4.615095508,52277,76.6028708,8.4,5.5155875,520999.4,82.3736537,2.961830805,46.5400271,20.8,22.7373339,29.7,37.9,4.2622066,2.7077498,0.000152022,0.9376987,41.0696266
"601","Bureau County","Midwest","IL",11,32303,7314.563756,78.11820252,2888336.896,17.8,7.5719611,3.936574494,57728,75.3061372,10.7,10.2136907,93275.07375,90.6526478,3.093554917,50.1208216,18.3,22.8779347,28.2,35.2,7.3158104,4.2971493,0.000490376,1.2813942,57.3903597
"602","Calhoun County","Midwest","IL",13,4616,4745.647939,80.37378898,5963412.173,17.4,7.5852783,4.572537985,61648,88.6815172,12,12.465374,150741.725,93.6170213,3.472571815,37.4787053,20.5,23.9642959,27.2,35.5,7.0811263,4.6277666,0.000211015,0.021978,100
"603","Carroll County","Midwest","IL",15,14241,7167.921149,78.07025307,4086675.537,16.9,7.2125813,3.965845597,53965,75.7948088,10.4,9.2664093,650899.95,90.1243804,3.272300819,44.4236176,19.1,24.0250192,26.7,35,7.4059971,4.0573627,0.000209717,0.2267076,81.8743095
"604","Cass County","Midwest","IL",17,11925,8575.094202,76.38397627,6100040.667,21.5,6.6574918,4.294290812,54205,75.3749013,10.4,9.8507463,-110532.6633,83.3652465,2.595205807,78.0476833,20.1,20.9470657,31.7,37.9,10.1537835,5.3606883,0.000584124,7.0036541,52.1331183
"605","Champaign County","Midwest","IL",19,209192,6389.650247,80.12556644,7346142.642,16.7,6.4318234,5.953687119,64387,53.0803405,11.2,20,291874.0917,94.8934433,2.802253619,52.2823214,16,19.833715,25.3,36.1,7.0852448,3.6031408,0.001001483,1.3944936,12.7103008
"606","Christian County","Midwest","IL",21,32075,7929.322439,76.50177704,4938084.023,18.3,8.0967789,4.138943505,56656,73.8999785,11.3,9.0387375,183722.9833,88.2362862,3.019649778,48.826096,20.8,23.6961784,29,36,6.8203256,3.3253085,0.000371471,0.3519535,43.4511494
"607","Clark County","Midwest","IL",23,15268,8523.105435,76.06203085,3141141.98,17.5,7.8979675,3.914087222,59633,77.951234,11.4,7.2324723,-10999.18,93.2130427,2.970788697,43.1088489,20.2,23.0371195,27.1,36.1,6.465834,3.6056338,0.000388576,0.3601277,59.5408632
"608","Clay County","Midwest","IL",25,13079,8120.465308,76.51603488,5393078.369,19.6,9.3885412,4.631774035,59602,74.2643125,14,11.2588653,-13930.73,87.6506024,3.023684068,51.4777239,21.9,21.8896132,28.7,35.9,7.1213738,3.7704918,0.000151699,0.8420884,64.7339848
"609","Clinton County","Midwest","IL",27,37398,5270.921415,80.15619511,3141394.151,16.4,5.8294605,3.959203947,71883,79.6177035,8.5,9.9718111,10759.78938,90.1680986,3.378570166,35.2439688,18.7,24.5541538,25.2,34.5,5.9602649,3.532708,0.000372717,0.3078053,48.7580107
"610","Coles County","Midwest","IL",29,50383,7229.874309,77.7410191,4377804.531,18.7,7.4131674,5.091536664,46900,60.0610338,14.2,15.0189215,135201.9267,90.9414557,2.779114085,53.9769183,20.6,21.7173212,27.2,36.2,7.4368102,3.2991914,0.000750677,0.2092222,24.2886047
"611","Cook County","Midwest","IL",31,5108284,7507.999118,78.60323853,5286817.073,19.2,11.0812719,5.457848556,71611,57.240918,9.3,21.0053641,387269.7034,87.6692814,2.995323424,60.8048314,14.6,23.6688327,25.7,29.2,10.8697784,4.4417545,0.000955879,6.5794437,0.0452964
"612","Crawford County","Midwest","IL",33,18512,5517.199924,78.9358569,6122359.732,18.6,6.9641171,4.938153185,57632,76.7653167,11.1,11.2998041,121539.5275,86.0978779,2.76844838,44.0798859,20.4,23.5255979,27.6,36.5,6.8320722,3.6861506,0.000535705,0.5260507,60.1655145
"613","Cumberland County","Midwest","IL",35,10649,5918.947964,79.69449525,5481636.518,18.1,5.6864065,4.051101356,68683,81.1539371,11.4,8.4490741,104184.78,91.9238345,2.728387106,43.7810945,21.1,22.926685,27.7,35.4,7.1285966,4.4916292,0.002507523,0.1286492,100
"614","DeKalb County","Midwest","IL",37,104491,6670.337313,78.70316984,4690012.507,17.5,8.2084064,4.740262815,68546,57.9423037,10.9,16.1914865,617740.1125,92.1421405,2.820838214,40.0293255,17.1,22.8054667,27.2,35.8,7.5161691,3.439403,0.000276462,1.6565456,20.3052491
"615","De Witt County","Midwest","IL",39,15368,9716.684049,74.85260897,10460251.05,17.6,6.5168539,3.741419991,65526,76.1883541,10.4,7.951988,560130.85,92.73748,3.379041546,47.5336323,19.8,23.2277639,27.6,35.6,6.4905782,3.5463072,0.000319734,0.1749664,48.7530946
"616","Douglas County","Midwest","IL",41,19510,6555.389561,79.18549135,6185567.01,19.7,5.5998406,4.327736468,63003,75.881579,9.6,11.7454068,315862.85,83.4708849,3.054224584,40.2851459,20.7,22.2437822,29.8,35.7,10.9023988,6.9687815,0.000308246,1.0929262,61.6366366
"617","DuPage County","Midwest","IL",43,917481,4528.460128,81.9257503,3085991.512,13.6,7.9285028,4.106596625,92101,72.9859953,6.1,15.2124625,954024.7048,93.2694318,3.275294582,27.0133881,11.2,19.9992028,22.7,26.8,6.4421161,3.711263,0.001354395,3.4407941,0.0475503
"618","Edgar County","Midwest","IL",45,16858,9171.583642,75.80266592,4057878.157,17,6.607484,3.970757344,52668,74.3599542,11.5,11.1330698,55400.232,90.0103068,3.026236623,63.5445683,20,23.7020812,26.6,36.3,6.991043,3.8060333,0.000291358,0.4021448,51.8034022
"619","Edwards County","Midwest","IL",47,6356,10465.70734,76.28823746,4381028.126,17.1,8.1685938,4.269890519,55832,80.2612482,10.5,6.4864865,225101.5,92.165085,3.398162772,37.9424779,20.2,23.5095951,26.6,34.9,6.1606604,3.638814,0.002507523,0.9409046,100
"620","Effingham County","Midwest","IL",49,34065,6675.580503,77.70850527,4313930.916,16.4,6.6286011,4.441565985,65172,76.6671478,9.9,8.7052748,167446.786,93.0795406,3.336150699,34.1769668,19,24.7980363,25.8,33.7,6.0111853,3.5415171,0.000793931,0.8809882,59.6986157
"621","Fayette County","Midwest","IL",51,21264,7411.546471,78.13281327,4958911.873,21.3,7.4536083,4.787192118,49030,81.3336701,13.1,11.2934997,124573.5875,86.4676486,2.897086111,54.92862,23.1,21.839356,30.9,37.8,9.3464512,4.8861375,0.000140607,0.9453106,66.9873532
"622","Ford County","Midwest","IL",53,12949,7141.476804,76.26482512,6296788.638,18,6.44644,4.423566064,58478,74.1929945,12.3,11.0726644,615401.2,91.1710541,3.191869981,45,19.9,23.1851515,27.5,35.8,7.1331785,3.8663172,0.000771545,0.2981467,41.7797032
"623","Franklin County","Midwest","IL",55,38060,10016.1631,74.852788,7018159.488,20.5,10.5473882,5.312793114,49834,74.9984575,15.7,12.705299,-163011.09,88.7648647,2.942274134,56.4459346,22.6,21.8634182,29.5,37.3,7.9930727,3.4051425,0.000363929,0.1785911,48.5806729
"624","Fulton County","Midwest","IL",57,33690,8267.919613,75.93927432,5190760.446,19,8.5596989,4.511459749,48828,78.8303013,12.2,10.7877928,258423.8567,89.3356574,2.823062199,49.0171211,20.4,22.6884926,28.4,38,7.8801377,3.6640116,0.000349447,0.1909554,60.0258977
"625","Gallatin County","Midwest","IL",59,4793,11481.42954,73.24649507,11439029.97,21.5,9.1535433,5.962600652,44282,77.0448549,15.9,7.9913607,-276186.4,86.5803252,2.534905971,56.2942009,23.7,21.4285953,31.3,38.4,7.0523416,3.9354188,0.000207125,0.2111041,100
"626","Greene County","Midwest","IL",61,12702,7880.222209,76.69850714,9071940.488,18.6,6.4701897,4.700815117,51242,77.5481541,11.7,7.3926074,192049.1333,92.7906473,3.029651462,57.7222222,21.8,23.7203968,28.3,35.7,7.0451843,3.4797891,0.000154214,0.0730935,70.8483365
"627","Grundy County","Midwest","IL",63,50993,7526.716849,77.2448433,4099880.908,15.6,8.7807491,3.850964218,74935,72.8364307,8.4,12.5,286947.553,93.5557062,3.078490102,24.5363997,16.9,23.9193854,25.6,33.4,5.471815,3.139988,0.000313394,0.5197636,24.3752871
"628","Hamilton County","Midwest","IL",65,8084,6917.591193,77.61405398,4590464.949,18,6.6508876,4.78628447,49302,77.7183601,11.4,6.962963,-13906.64,86.5087539,3.199331847,49.912892,20.3,23.4728251,27.6,35.5,6.6847479,3.5538546,0.00036964,0.1946283,68.0974341
"629","Hancock County","Midwest","IL",67,17422,7794.675085,78.30366239,4116322.429,17.2,6.9298354,4.165707272,54076,81.5698754,11.6,7.0754717,146347.9325,93.4409687,3.312353706,46.9883762,19.7,23.3937828,27.1,35.8,6.8603352,3.8107753,0.000225887,0.1481657,70.974665
"630","Hardin County","Midwest","IL",69,3808,11520.77806,73.84597648,6636580.834,20.7,9.1543832,3.557730793,39674,78.8118812,14.2,7.6388889,-507929.3,86.7285999,2.620068449,60.6525912,22.9,22.3639893,30.1,36.4,8.0877067,3.9073806,0.001046846,0.2654632,100
"631","Henderson County","Midwest","IL",71,6535,8519.200705,77.60233807,6540527.914,16.6,6.9413093,3.769735814,58577,83.1241744,9.9,5.5183947,211721.8,91.9952447,2.626251932,56.6312997,19.4,24.3688668,26.4,34,7.7998379,4.7468354,0.000463246,0,99.6589824
"632","Henry County","Midwest","IL",73,48411,7142.138386,78.14448622,4829917.891,16.6,7.7910136,4.289498834,63859,78.8207642,10.1,8.0649189,313222.5541,92.4279334,2.843140745,41.4885778,18.4,23.2998059,26.9,35,6.825322,3.273352,0.000224889,0.4290828,50.2753239
"633","Iroquois County","Midwest","IL",75,26711,9186.58419,75.90325687,4662004.662,19.4,6.2141069,4.349458832,53633,76.3275644,11.1,13.2003396,209347.078,88.0839922,3.364935692,48.1262327,20.4,21.4155035,29.5,36.7,8.7300067,4.5668234,0.000405695,1.4790848,71.7410324
"634","Jackson County","Midwest","IL",77,56675,8963.702002,77.28821512,7588692.848,20.3,7.7244872,6.03987689,45608,50.4048249,14.9,19.5111673,-278431.0675,92.6439813,2.528974059,66.4215686,19.9,21.0999182,29.3,38.8,8.3136248,4.090605,0.001409692,0.8471773,37.1666279
"635","Jasper County","Midwest","IL",79,9465,4478.324446,81.17002673,3029920.465,17.8,6.0117621,4.649914215,57969,83.2498022,12.9,11.627907,252671.8,92.620257,3.462976818,39.9685287,20.7,22.855728,27.5,35.7,6.9145466,3.8111737,0.000104058,0.5128205,69.8597649
"636","Jefferson County","Midwest","IL",81,37235,9447.426224,75.31663265,7749165.475,19.5,10.0865062,4.337821516,58114,71.8158464,13.2,13.0706076,-166449.68,89.0561908,2.85709093,58.5312814,20.9,21.7253009,29,36.3,7.2954554,3.8475073,0.000636875,0.3076836,58.7709584
"637","Jersey County","Midwest","IL",83,21616,8544.971512,76.05119094,3740867.881,16.2,7.4452145,4.671944983,69341,82.066683,9.7,10.7905366,536984.7,93.0570222,3.172568664,43.4135166,19.2,23.8546869,26,35.2,5.8688215,3.1120784,0.000413356,0.2360877,60.5699369
"638","Jo Daviess County","Midwest","IL",85,21239,6576.160019,80.52821776,6865211.31,15.9,8.3061577,3.78642426,56446,76.6511074,9.6,10.6045082,768543.9,92.3909662,3.091491901,34.0254106,18.2,23.1344038,25,34.7,8.0462828,4.7318612,0.000470921,0.5900712,72.5901755
"639","Johnson County","Midwest","IL",87,12358,8989.509415,77.03605049,6276648.703,19.5,8.9311859,4.257818748,51607,83.3253474,10.7,8.8709677,107172.488,82.2533057,3.069859876,50,21.1,22.7973429,28.8,36.5,7.3086946,4.2056075,8.05348e-05,0.1775899,100
"640","Kane County","Midwest","IL",89,531010,5305.584116,80.9635674,3475965.649,18.2,9.1385788,4.093730768,83784,74.5816492,7,16.3521483,656209.875,85.6711132,2.745325052,42.433599,14.9,22.1927688,27.4,36.7,10.1920971,4.4191591,0.000407586,6.1189875,3.5583356
"641","Kankakee County","Midwest","IL",91,108594,8664.335649,76.64362354,5026792.806,19,8.8441428,4.563362156,57413,67.057101,11.1,15.6554307,257159.4117,88.2636524,2.736868864,55.1149192,18.6,21.7536929,28.3,37.1,7.3548402,3.2183093,0.0003914,1.1994974,24.4568044
"642","Kendall County","Midwest","IL",93,130638,4382.103967,81.17323711,2685155.223,14.6,8.3556774,3.03413263,97263,83.4895406,4.2,13.1543126,465133.5667,92.2902186,3.253204048,25.9531728,13.3,22.4811029,23.3,33.2,6.3994795,3.7303028,0.000341112,2.7092189,10.4195719
"643","Knox County","Midwest","IL",95,49053,7998.445258,76.34432164,3803727.653,20.1,8.6451919,5.188548294,52881,66.496965,13.5,11.593855,433547.6,88.6570159,2.920657379,55.6799764,20.8,21.9444159,28.6,39,7.2839262,3.2905138,0.000503028,0.7198662,24.3201875
"644","Lake County","Midwest","IL",97,693593,5097.292988,80.99484261,3416095.329,15.6,8.0678876,4.846695417,100325,73.5439353,7,15.5372543,1022827.751,90.7952244,3.127775866,32.46701,12.8,22.495459,21.8,32.1,8.1734773,4.16248,0.001135621,4.5342498,1.2673037
"645","La Salle County","Midwest","IL",99,107571,8393.368291,76.52810005,5264232.228,18.6,9.4259727,4.220262636,62714,72.3125374,11.6,12.1626162,370706.0129,89.6025578,2.863257456,46.1239032,19.2,23.2938799,28.6,36.4,6.5117425,3.3019854,0.000386495,1.5162553,30.2148801
"646","Lawrence County","Midwest","IL",101,15467,9377.737126,75.14639865,6041978.617,20.9,8.7355129,4.180673128,47408,71.4563737,13.7,10.6590724,185263.89,84.9576637,3.064221311,55.4054054,21.7,22.0498778,30.3,38.8,7.4305162,3.5301881,0.000255135,1.1050459,58.0169904
"647","Lee County","Midwest","IL",103,33647,6540.823825,78.34912762,4804674.483,18.1,6.8322257,4.61988075,64310,69.5687253,11.1,10.2554745,580850.8,89.6056203,2.62450427,45.6274704,19.2,22.3692395,27.4,35.8,6.2454257,3.2055952,0.000674566,0.4738753,53.2125115
"648","Livingston County","Midwest","IL",105,35414,9120.660367,76.05930331,4218724.647,19.5,6.719467,4.186308559,66274,71.9267715,12.2,13.3379888,294080.9789,89.7779888,2.909414545,41.8853776,20.9,22.84957,29.8,36.9,6.5188272,3.42483,0.000420781,0.2133081,40.8035944
"649","Logan County","Midwest","IL",107,28383,7415.162095,76.80428645,5425690.645,17.5,6.7398119,4.189503294,65255,71.3177587,10.3,8.2796688,381130.6529,89.9543152,3.05885187,47.0555244,19.2,22.8286979,26.8,35.9,5.5470112,3.1892275,0.000314487,0.2381912,39.8647088
"650","McDonough County","Midwest","IL",109,29295,7131.446713,77.77270388,5888992.492,18.1,7.1066386,6.228622632,52155,63.2765921,13.2,13.4189548,295646.5267,95.2247191,2.626050142,49.5633845,19.5,21.4222386,27.8,35.7,7.3566789,3.6463253,0.000471666,0.3586726,29.5044769
"651","McHenry County","Midwest","IL",111,305888,5286.689417,80.34778302,3304543.225,14.7,8.3058723,3.737730871,89730,80.1446115,6.7,12.4183883,873659.7368,93.300937,3.110863381,27.2779097,15,21.2164307,24.6,31.4,7.1125327,3.8365892,0.000484122,2.0702402,9.8785464
"652","McLean County","Midwest","IL",113,171256,6279.819924,79.42745717,4276956.708,15.3,6.7706191,5.486811738,71919,64.9377123,9.5,12.741838,530657.2875,96.2315004,3.073713934,35.9455804,15.9,21.6083538,24.3,34.1,5.7509002,3.8461539,0.000559711,0.8885762,16.4968273
"653","Macon County","Midwest","IL",115,103015,9414.465043,76.25406434,7340321.031,19.2,9.888293,4.532937555,57601,69.0824013,12.8,12.9661113,328342.5857,91.2831155,2.566175934,54.5575054,20.5,20.7454472,29.2,38.1,5.9901665,2.9625228,0.000884539,0.1760546,15.2616279
